,Price,Address,Latitude,Longitude,Sqft
3127,618000," 70 Temperance St, Toronto ",43.650530100000005,-79.3821482,550.0
3128,2023284,"220 Cranbrooke Ave, Toronto ",43.7277055,-79.4113203,2250.0
3129,670000,"17 Low Meadoway Way, Toronto ",43.811218,-79.3558723,1500.0
3130,858600,"10 Stotts Terr, Toronto ",43.7837943,-79.12810019999999,1750.0
3131,460000," 5795 Yonge St, Toronto ",43.7844033,-79.4152615,950.0
3133,850000,"14 Inverdon Rd, Toronto ",43.6617267,-79.5721748,1300.0
3136,395000," 36 Lee Centre Dr, Toronto ",43.78167070000001,-79.2472126,650.0
3139,640000," 397 Front St W, Toronto ",43.642653,-79.3934868,650.0
3141,462000," 36 Howard Park Ave, Toronto ",43.6521213,-79.4498609,250.0
3142,475000," 4725 Sheppard Ave E, Toronto ",43.790200899999995,-79.25417009999998,1300.0
3143,700000," 65 East Liberty St, Toronto ",43.638399299999996,-79.41444820000001,950.0
3144,620000," 10 Bloorview Pl, Toronto ",43.7734963,-79.3589637,850.0
3145,1200000,"93 Peckham Ave, Toronto ",43.79122879999999,-79.43679509999998,2750.0
3148,659900," 56 Annie Craig Dr, Toronto ",43.6256776,-79.4787686,750.0
3149,395000," 36 Lee Centre Dr, Toronto ",43.78167070000001,-79.2472126,650.0
3150,600000," 50 Forest Manor Rd, Toronto ",43.7728865,-79.34530759999998,750.0
3151,1365000,"53 Macdonell Ave, Toronto ",43.6420946,-79.4383373,2250.0
3152,728000," 9 Boardwalk Dr, Toronto ",43.6642476,-79.3095407,850.0
3153,1198000," 75 East Liberty St, Toronto ",43.638306799999995,-79.4147858,1300.0
3154,472000," 5229 Dundas St W, Toronto ",43.639339,-79.5364035,750.0
3155,538000," 2200 Lake Shore Blvd, Toronto ",43.6227486,-79.481943,650.0
3156,858600,"10 Stotts Terr, Toronto ",43.7837943,-79.12810019999999,1750.0
3159,585000," 170 Sumach St, Toronto ",43.6602919,-79.36057659999999,650.0
3160,990000," 190 St George St, Toronto ",43.6694691,-79.40092290000001,1100.0
3161,572000,"2885 Bayview Ave #1123 Ave, Toronto ",43.76798170000001,-79.3879983,750.0
3162,457500," 25 Fontenay Crt, Toronto ",43.6826838,-79.51108570000001,650.0
3165,1230000," 29 Camden St, Toronto ",43.6468787,-79.39721259999999,1300.0
3168,1450000,"182 Fulton Ave, Toronto ",43.6835453,-79.350274,1750.0
3169,2050000,"27 Dalton Rd, Toronto ",43.667216100000005,-79.40687679999999,2750.0
3170,606500," 135 Maitland St, Toronto ",43.6649785,-79.3781013,750.0
3172,430000," 190 Borough Dr, Toronto ",43.7728761,-79.2539582,650.0
3173,554750," 38 Elm St, Toronto ",43.6575994,-79.38364,750.0
3174,442000," 30 Fashion Rose Way, Toronto ",43.7627828,-79.39261020000001,850.0
3176,660000," 88 Harbour St, Toronto ",43.6419035,-79.379113,550.0
3177,691100,"143 Haslam St, Toronto ",43.708374,-79.2593647,900.0
3178,360000," 20 Forest Manor Rd, Toronto ",43.7700951,-79.3445385,850.0
3179,990000," 190 St George St, Toronto ",43.6694691,-79.40092290000001,1100.0
3180,427000," 3560 St. Clair Ave E, Toronto ",43.7169396,-79.2608842,750.0
3182,1600000,"68 Harvard Ave, Toronto ",43.640590100000004,-79.4458916,2750.0
3183,462000," 36 Howard Park Ave, Toronto ",43.6521213,-79.4498609,250.0
3184,719000," 260 Doris Ave, Toronto ",43.7721814,-79.41237890000001,950.0
3185,627000," 18 Stafford St, Toronto ",43.6413708,-79.41069159999999,750.0
3186,460000," 5795 Yonge St, Toronto ",43.7844033,-79.4152615,950.0
3188,330000," 99 Blackwell Ave, Toronto ",43.805327399999996,-79.2202291,950.0
3189,650000," 2067 Lake Shore Blvd W, Toronto ",43.6305531,-79.4755778,1100.0
3190,652500," 140 Bathurst St, Toronto ",43.645581299999996,-79.403577,850.0
3191,626000," 70 Distillery Lane, Toronto ",43.6503953,-79.3581104,550.0
3192,360000," 20 Forest Manor Rd, Toronto ",43.7700951,-79.3445385,850.0
3193,437000," 2088 Lawrence Ave, Toronto ",43.699760299999994,-79.5184922,1100.0
3195,1450000,"182 Fulton Ave, Toronto ",43.6835453,-79.350274,1750.0
3196,660000," 88 Harbour St, Toronto ",43.6419035,-79.379113,550.0
3199,1000000,"12 Gordon Park Dr, Toronto ",43.63493820000001,-79.5555366,1750.0
3201,472000," 5229 Dundas St W, Toronto ",43.639339,-79.5364035,750.0
3202,1440000,"32 Tiago Ave, Toronto ",43.711597499999996,-79.3056008,2250.0
3203,618000," 70 Temperance St, Toronto ",43.650530100000005,-79.3821482,550.0
3205,728000," 9 Boardwalk Dr, Toronto ",43.6642476,-79.3095407,850.0
3206,719000," 260 Doris Ave, Toronto ",43.7721814,-79.41237890000001,950.0
3210,1650000,"93 Northcote Ave, Toronto ",43.645912100000004,-79.42703,1750.0
3211,990000," 190 St George St, Toronto ",43.6694691,-79.40092290000001,1100.0
3213,725000,"4 Verona Ave, Toronto ",43.6890261,-79.50487259999998,1750.0
3216,498000," 255 Village Green Sq, Toronto ",43.7798189,-79.28286440000001,850.0
3219,1680000,"18 Woodvalley Dr, Toronto ",43.679491299999995,-79.51434509999999,2250.0
3220,542000,"49 Inlet Mews, Toronto ",43.74452479999999,-79.4903892,1300.0
3221,615000," 2261 Lake Shore Blvd W, Toronto ",43.6200102,-79.4830833,1100.0
3223,650000," 26 Laidlaw St, Toronto ",43.6411219,-79.4268511,850.0
3224,1708000,"42 Winthorpe Rd, Toronto ",43.6777683,-79.29538649999999,1750.0
3225,1650000," 35 Hayden St, Toronto ",43.6694425,-79.3846115,1500.0
3226,900000,"3 Gaiety Dr, Toronto ",43.754765,-79.236238,1750.0
3227,347500," 2245 Eglinton Ave E, Toronto ",43.7300414,-79.2733352,750.0
3229,1305000," 278 Bloor St E, Toronto ",43.672168299999996,-79.3804767,1700.0
3231,1250000," 901 Queen St W, Toronto ",43.645441600000005,-79.4119788,950.0
3232,1450000,"57 Jersey Ave, Toronto ",43.6597691,-79.4166333,900.0
3234,840000," 33 Wild Gingerway Rd W, Toronto ",43.7592422,-79.44030140000001,1500.0
3236,2250000,"204 Homewood Ave, Toronto ",43.7889172,-79.4293235,4250.0
3237,568000," 3303 Don Mills Rd, Toronto ",43.791601799999995,-79.35425079999999,1700.0
3238,857000," 111 St Clair Ave W, Toronto ",43.6867088,-79.3992577,850.0
3241,340000," 1461 Lawrence Ave W, Toronto ",43.7079575,-79.48039920000001,550.0
3243,440000," 290 Adelaide St, Toronto ",43.647870000000005,-79.391138,250.0
3246,459000," 4968 Yonge St, Toronto ",43.76531370000001,-79.4123622,550.0
3248,993000,"25 Elmont Dr, Toronto ",43.7004544,-79.3033602,2250.0
3250,595000," 40 Mendelssohn St, Toronto ",43.7156665,-79.2815358,1100.0
3252,900000,"3 Gaiety Dr, Toronto ",43.754765,-79.236238,1750.0
3254,1450000,"57 Jersey Ave, Toronto ",43.6597691,-79.4166333,900.0
3255,1049900,"98 Norn Cres, Markham ",43.833411100000006,-79.27056759999999,2250.0
3258,638000," 68 Abell St, Toronto ",43.642313,-79.42436640000001,650.0
3259,546000," 88 Blue Jays Way, Toronto ",43.6455046,-79.3924571,550.0
3260,340000," 1461 Lawrence Ave W, Toronto ",43.7079575,-79.48039920000001,550.0
3261,390000," 41 Markbrook Lane, Toronto ",43.7583999,-79.58646920000001,1100.0
3262,1049900,"98 Norn Cres, Markham ",43.833411100000006,-79.27056759999999,2250.0
3267,480000," 60 Winston Park Blvd, Toronto ",43.7301779,-79.4655177,750.0
3268,916500,"5 James Stock Path, Toronto ",43.620418,-79.5066419,2124.0
3269,993000,"25 Elmont Dr, Toronto ",43.7004544,-79.3033602,2250.0
3270,347500," 2245 Eglinton Ave E, Toronto ",43.7300414,-79.2733352,750.0
3271,1399000,"33 Minto St, Toronto ",43.663222,-79.32381190000001,1750.0
3272,900000,"3 Gaiety Dr, Toronto ",43.754765,-79.236238,1750.0
3273,554000," 15 Merchants' Wharf, Toronto ",43.64511029999999,-79.36452259999999,550.0
3274,539000," 120 Harrison Garden Blvd, Toronto ",43.7580713,-79.4031651,650.0
3275,366000," 40 Bay Mills Blvd, Toronto ",43.7806198,-79.30527059999999,950.0
3276,930000," 100 Harbour St, Toronto ",43.641775200000005,-79.3797532,650.0
3277,1250000," 901 Queen St W, Toronto ",43.645441600000005,-79.4119788,950.0
3279,585000," 1403 Royal York Rd, Toronto ",43.68300479999999,-79.5256988,950.0
3280,638000," 68 Abell St, Toronto ",43.642313,-79.42436640000001,650.0
3287,589000,"55 Capella Starway, Toronto ",43.7706127,-79.33983359999999,1300.0
3290,485000," 2 Eva Rd, Toronto ",43.640566,-79.56273890000001,750.0
3291,899888,"68 Chipwood Cres, Toronto ",43.7939667,-79.340813,2250.0
3293,340000," 1461 Lawrence Ave W, Toronto ",43.7079575,-79.48039920000001,550.0
3294,1300000,"4 Byng Ave, Toronto ",43.7266263,-79.55101429999999,4250.0
3296,480000," 60 Winston Park Blvd, Toronto ",43.7301779,-79.4655177,750.0
3297,940000,"220 Aylesworth Ave, Toronto ",43.7042098,-79.262873,2250.0
3298,488000," 7 Bishop Ave, Toronto ",43.7816907,-79.4143853,650.0
3299,450000," 716 Kingston Rd, Toronto ",43.6795327,-79.2959082,650.0
3300,437000," 255 Village Green Sq, Toronto ",43.7798189,-79.28286440000001,650.0
3301,2275000,"51 Maple Ave, Toronto ",43.6749677,-79.3725588,2750.0
3304,347500," 2245 Eglinton Ave E, Toronto ",43.7300414,-79.2733352,750.0
3306,900000,"3 Gaiety Dr, Toronto ",43.754765,-79.236238,1750.0
3307,1225000,"177 Scarboro Cres, Toronto ",43.7078891,-79.2452691,1750.0
3308,839000," 20 Elsie Lane, Toronto ",43.6600036,-79.4518857,1300.0
3310,1250000," 901 Queen St W, Toronto ",43.645441600000005,-79.4119788,950.0
3311,542000,"49 Inlet Mews, Toronto ",43.74452479999999,-79.4903892,1300.0
3312,566200," 1093 Kingston Rd, Toronto ",43.6808839,-79.2821545,750.0
3313,870000," 650 Sheppard Ave E, Toronto ",43.768539200000006,-79.3813125,1300.0
3315,550000," 25 Richgrove Dr, Toronto ",43.6762593,-79.5659194,1100.0
3316,508600," 51 East Liberty St, Toronto ",43.638700299999996,-79.4121833,550.0
3317,1305000," 278 Bloor St E, Toronto ",43.672168299999996,-79.3804767,1700.0
3318,390000," 41 Markbrook Lane, Toronto ",43.7583999,-79.58646920000001,1100.0
3319,975000,"62 Bluewater Crt, Toronto ",43.6210825,-79.4891968,1750.0
3320,643000," 5168 Yonge St, Toronto ",43.7696635,-79.413783,650.0
3321,600000," 21 Iceboat Terr, Toronto ",43.640553499999996,-79.3971263,750.0
3322,916500,"5 James Stock Path, Toronto ",43.620418,-79.5066419,2124.0
3323,458000," 29 Singer Crt, Toronto ",43.76909439999999,-79.36868709999999,250.0
3324,825000,"24 Archway Cres, Toronto ",43.744849200000004,-79.56155129999999,1300.0
3325,609000," 438 King St W, Toronto ",43.6457745,-79.39465200000001,550.0
3327,1610000,"1041 Spadina Rd, Toronto ",43.704031799999996,-79.4183603,2750.0
3329,596000," 33 Singer Crt, Toronto ",43.769571,-79.3686431,1100.0
3331,480000," 60 Winston Park Blvd, Toronto ",43.7301779,-79.4655177,750.0
3332,2250000,"204 Homewood Ave, Toronto ",43.7889172,-79.4293235,4250.0
3335,810000,"188 Martin Grove Rd, Toronto ",43.6524622,-79.5508826,900.0
3338,589000,"55 Capella Starway, Toronto ",43.7706127,-79.33983359999999,1300.0
3340,568000," 3303 Don Mills Rd, Toronto ",43.791601799999995,-79.35425079999999,1700.0
3341,460000," 1410 Dupont St, Toronto ",43.6670237,-79.4474107,650.0
3342,468000," 66 Forest Rd, Toronto ",43.77432520000001,-79.3460908,550.0
3343,537250," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,750.0
3345,610000," 60 Colborne St, Toronto ",43.6493806,-79.37453190000001,550.0
3349,431000," 8 Colborne St, Toronto ",43.6488,-79.3771334,550.0
3350,645000," 1910 Lake Shore Blvd W, Toronto ",43.636309000000004,-79.46625759999999,950.0
3353,465000," 12 York St, Toronto ",43.641521999999995,-79.38209309999999,250.0
3354,385000," 1949 Lawrence Ave W, Toronto ",43.701875799999996,-79.5077782,750.0
3355,980000,"8 Irmac Crt, Toronto ",43.662285700000005,-79.497066,1750.0
3357,465000," 12 York St, Toronto ",43.641521999999995,-79.38209309999999,250.0
3358,980000,"8 Irmac Crt, Toronto ",43.662285700000005,-79.497066,1750.0
3359,629000," 88 Sheppard Ave E, Toronto ",43.7640292,-79.40704170000001,650.0
3360,537250," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,750.0
3362,460000," 1410 Dupont St, Toronto ",43.6670237,-79.4474107,650.0
3363,385000," 1949 Lawrence Ave W, Toronto ",43.701875799999996,-79.5077782,750.0
3367,435000," 271 Ridley Blvd, Toronto ",43.7400659,-79.4249544,950.0
3369,1125000,"68 Hopedale Ave, Toronto ",43.694572799999996,-79.35331009999999,1300.0
3370,373000," 3 Massey Sq, Toronto ",43.6968278,-79.29341240000001,1100.0
3375,560000," 3531 Lake Shore Blvd W, Toronto ",43.594375799999995,-79.5327704,1100.0
3376,458000," 3865 Lake Shore Blvd W, Toronto ",43.5900023,-79.544977,650.0
3378,630000," 21 Grand Magazine Ave, Toronto ",43.6364097,-79.40200340000001,750.0
3379,640000," 1029 King St W, Toronto ",43.641112400000004,-79.4158537,650.0
3380,435000," 271 Ridley Blvd, Toronto ",43.7400659,-79.4249544,950.0
3381,415000," 350 Seneca Hill Dr, Toronto ",43.7905665,-79.3562377,850.0
3382,630000," 21 Grand Magazine Ave, Toronto ",43.6364097,-79.40200340000001,750.0
3383,600000,"28 Tranter Tr, Toronto ",43.715469,-79.28062290000001,1100.0
3385,635000," 70 Forest Manor Rd, Toronto ",43.7751232,-79.3454556,1100.0
3386,595000," 763 Bay St, Toronto ",43.6599441,-79.3851875,550.0
3387,585000," 112 George St, Toronto ",43.652058399999994,-79.37145749999999,650.0
3388,645000," 1910 Lake Shore Blvd W, Toronto ",43.636309000000004,-79.46625759999999,950.0
3392,436500," 330 Mccowan Rd, Toronto ",43.737552,-79.238353,1100.0
3393,460000," 1410 Dupont St, Toronto ",43.6670237,-79.4474107,650.0
3395,1125000,"68 Hopedale Ave, Toronto ",43.694572799999996,-79.35331009999999,1300.0
3396,640000," 1029 King St W, Toronto ",43.641112400000004,-79.4158537,650.0
3400,835000,"29 Plaxton Dr, Toronto ",43.7056575,-79.30150649999999,1300.0
3401,620000," 300 Balliol St, Toronto ",43.699343,-79.3871417,750.0
3402,610000," 70 Temperance St, Toronto ",43.650530100000005,-79.3821482,250.0
3403,515000," 32 Stewart St, Toronto ",43.643567,-79.401032,550.0
3405,960000," 98 Lillian St, Toronto ",43.7070228,-79.3941303,950.0
3406,595000," 763 Bay St, Toronto ",43.6599441,-79.3851875,550.0
3407,460000," 1410 Dupont St, Toronto ",43.6670237,-79.4474107,650.0
3408,576000," 210 Victoria St, Toronto ",43.6546239,-79.3790756,650.0
3409,590000," 5508 Yonge St, Toronto ",43.7782756,-79.41542340000001,750.0
3411,542000," 245 Davisville Ave, Toronto ",43.6999876,-79.3873291,550.0
3412,520000," 6 Esterbrooke Ave, Toronto ",43.7792012,-79.3529609,1100.0
3413,1250000,"15 Ravenscrest Dr, Toronto ",43.659670399999996,-79.54982890000001,2750.0
3415,950000," 75 St Nicholas St, Toronto ",43.6676141,-79.38645890000001,750.0
3416,625000," 2716 St Clair Ave E, Toronto ",43.7060154,-79.3109948,1500.0
3417,1465000," 50 Charles St E, Toronto ",43.6695496,-79.3837757,1100.0
3418,628000," 25 The Esplanade, Toronto ",43.646188,-79.374978,850.0
3420,661800," 81A Front St E, Toronto ",43.6486881,-79.3724863,650.0
3424,360500," 11 Fontenay Crt, Toronto ",43.681699,-79.5107652,1100.0
3427,655000," 1070 Sheppard Ave W, Toronto ",43.7505992,-79.465027,1300.0
3428,420000," 1 Rowntree Rd, Toronto ",43.751128,-79.58287270000001,1100.0
3430,650000," 65 St Mary St, Toronto ",43.6672109,-79.3891532,550.0
3431,382000," 400 Mclevin Ave, Toronto ",43.8101013,-79.2222046,1300.0
3432,625000," 2716 St Clair Ave E, Toronto ",43.7060154,-79.3109948,1500.0
3433,655000," 1070 Sheppard Ave W, Toronto ",43.7505992,-79.465027,1300.0
3434,995000," 18 Harbour St, Toronto ",43.642833200000005,-79.37679909999999,1100.0
3439,412000," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,750.0
3440,950000," 75 St Nicholas St, Toronto ",43.6676141,-79.38645890000001,750.0
3441,625000," 111 St Clair Ave W, Toronto ",43.6867088,-79.3992577,650.0
3442,720000," 87 Peter St, Toronto ",43.6469441,-79.3923973,550.0
3443,607000," 18 Harrison Garden Blvd, Toronto ",43.7573542,-79.4093577,850.0
3444,1825000,"61 Joseph Duggan Rd, Toronto ",43.6665013,-79.30706459999999,2250.0
3445,771111,"31 Ranstone Gdns, Toronto ",43.7390801,-79.2783903,1300.0
3449,515000," 11 Brunel Crt, Toronto ",43.6394055,-79.3932324,250.0
3451,450000," 281 Mutual St, Toronto ",43.663210799999995,-79.3778032,250.0
3452,1825000,"61 Joseph Duggan Rd, Toronto ",43.6665013,-79.30706459999999,2250.0
3453,660500," 222 The Esplanade Ave, Toronto ",43.649629499999996,-79.3656332,850.0
3454,675101," 461 Adelaide St W, Toronto ",43.6456258,-79.3994776,550.0
3456,625000," 111 St Clair Ave W, Toronto ",43.6867088,-79.3992577,650.0
3459,607000," 18 Harrison Garden Blvd, Toronto ",43.7573542,-79.4093577,850.0
3460,412000," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,750.0
3462,755000," 210 Simcoe St, Toronto ",43.6524331,-79.3888604,850.0
3463,360500," 11 Fontenay Crt, Toronto ",43.681699,-79.5107652,1100.0
3464,650000," 65 St Mary St, Toronto ",43.6672109,-79.3891532,550.0
3466,725000," 66 Carl Shepway, Toronto ",43.7728278,-79.3615915,1300.0
3468,608000," 270 Queens Quay W, Toronto ",43.639096200000004,-79.3864748,750.0
3469,710000," 12 Bonnycastle St, Toronto ",43.6460991,-79.36513620000001,850.0
3472,601000," 501 St Clair Ave W, Toronto ",43.6828845,-79.417815,650.0
3473,925000," 6 Windermere Ave, Toronto ",43.6367403,-79.46977559999999,1700.0
3475,620000," 260 Scarlett Rd, Toronto ",43.67658839999999,-79.5076025,1100.0
3476,328000," 125 Isaac Devins Blvd, Toronto ",43.73128320000001,-79.5318472,650.0
3479,512000," 119 Merton St, Toronto ",43.6966701,-79.3920888,550.0
3480,782000," 1075 Ellesmere Rd, Toronto ",43.767146000000004,-79.271457,1750.0
3483,675000," 80 Adelaide St, Toronto ",43.649949799999995,-79.381626,1100.0
3484,978000,"65 Dempster St, Toronto ",43.780323200000005,-79.289795,2250.0
3485,750000,"3 Stephenfrank Rd, Toronto ",43.7563224,-79.2569421,900.0
3486,556000," 92 King St E, Toronto ",43.6500732,-79.3748906,650.0
3487,728000," 8 The Esplanade St, Toronto ",43.6461582,-79.3764182,650.0
3488,1525000,"10 Mistflower Rd, Toronto ",43.8037544,-79.35647809999999,3250.0
3489,510900," 60 Colborne St, Toronto ",43.6493806,-79.37453190000001,250.0
3490,685000," 175 Bonis Ave, Toronto ",43.7858065,-79.2923993,1700.0
3492,1099990," 8 Edward Horton Cres, Toronto ",43.6325866,-79.5196739,2124.0
3500,410000," 906 Sheppard Ave W, Toronto ",43.752166700000004,-79.4568084,750.0
3502,443000," 22 Olive Ave, Toronto ",43.779111,-79.41408919999999,550.0
3503,3025000,"11 Ivy Lea Cres, Toronto ",43.642574200000006,-79.4964223,4250.0
3504,685000," 1169 Queen St W, Toronto ",43.642548100000006,-79.4258987,750.0
3506,1650000,"29 Haddon St, Toronto ",43.734398600000006,-79.4108894,1750.0
3507,250000," 3390 Weston Rd, Toronto ",43.749187400000004,-79.5427005,950.0
3508,440000," 101 Peter St, Toronto ",43.6475126,-79.3927022,250.0
3509,435000," 11 Lee Centre Dr, Toronto ",43.7816784,-79.2449316,850.0
3511,684500," 34 Yorkminster Rd, Toronto ",43.7535074,-79.40382650000001,1100.0
3514,785000," 20 Blue Jays Way, Toronto ",43.643845899999995,-79.391824,850.0
3515,402000," 2550 Bathurst St, Toronto ",43.7066563,-79.42707349999999,750.0
3516,330000," 400 Mclevin Ave, Toronto ",43.8101013,-79.2222046,750.0
3518,360000," 3 Hickory Tree Rd, Toronto ",43.698347999999996,-79.5145916,750.0
3519,328000," 125 Isaac Devins Blvd, Toronto ",43.73128320000001,-79.5318472,650.0
3521,537000," 2067 Lake Shore Blvd W, Toronto ",43.6305531,-79.4755778,950.0
3522,705800," 38 Hollywood Ave, Toronto ",43.7665136,-79.4097571,1300.0
3523,775000," 7 Foundry Ave, Toronto ",43.6687988,-79.4482425,1100.0
3525,560000," 560 Front St W, Toronto ",43.6413078,-79.4000933,550.0
3526,881000," 33 Price St, Toronto ",43.6799994,-79.388922,850.0
3527,535000," 30 Roehampton Ave, Toronto ",43.708472,-79.3974985,550.0
3528,1750000," 75 Portland St, Toronto ",43.6439201,-79.3994776,1700.0
3530,537000," 2067 Lake Shore Blvd W, Toronto ",43.6305531,-79.4755778,950.0
3531,542000," 711 Bay St, Toronto ",43.65881029999999,-79.3846429,550.0
3532,355000," 716 The West Mall Ave, Toronto ",43.6565158,-79.5703912,950.0
3536,1099990," 8 Edward Horton Cres, Toronto ",43.6325866,-79.5196739,2124.0
3537,601000," 501 St Clair Ave W, Toronto ",43.6828845,-79.417815,650.0
3539,385000," 300 Alton Towers Cir, Toronto ",43.8240578,-79.2769151,950.0
3540,705800," 38 Hollywood Ave, Toronto ",43.7665136,-79.4097571,1300.0
3541,868000," 1 Bloor St E, Toronto ",43.6697472,-79.38588709999999,750.0
3542,993000," 33 Elmhurst Ave, Toronto ",43.7624684,-79.4129929,1700.0
3543,1850000,"78A Crescent Rd, Toronto ",43.6780894,-79.3848565,2374.0
3544,830000,"4 Kingsmount Park Rd, Toronto ",43.6757243,-79.3110928,1300.0
3545,566500," 56 Annie Craig Dr, Toronto ",43.6256776,-79.4787686,750.0
3548,825088," 98 Lillian St, Toronto ",43.7070228,-79.3941303,850.0
3550,385000," 300 Alton Towers Cir, Toronto ",43.8240578,-79.2769151,950.0
3551,842000," 451 Rosewell Ave, Toronto ",43.7208907,-79.4117485,1100.0
3553,782000," 1075 Ellesmere Rd, Toronto ",43.767146000000004,-79.271457,1750.0
3554,525000," 205 Hilda Ave, Toronto ",43.795294899999995,-79.4282354,1100.0
3555,1150000,"338 Cook Rd, Toronto ",43.7671575,-79.5015647,2750.0
3556,560000," 560 Front St W, Toronto ",43.6413078,-79.4000933,550.0
3557,1750000," 75 Portland St, Toronto ",43.6439201,-79.3994776,1700.0
3558,1850000,"78A Crescent Rd, Toronto ",43.6780894,-79.3848565,2374.0
3559,722000," 33 University Ave, Toronto ",43.646254,-79.3835998,1100.0
3562,547800," 45 Charles St E, Toronto ",43.668717799999996,-79.3839957,550.0
3563,415500," 700 Humberwood Blvd, Toronto ",43.724568,-79.6160904,650.0
3564,907000," 2181 Yonge St, Toronto ",43.705290500000004,-79.39782740000001,1100.0
3565,905000," 88 Harbour St, Toronto ",43.6419035,-79.379113,750.0
3566,535000," 30 Roehampton Ave, Toronto ",43.708472,-79.3974985,550.0
3569,620000," 260 Scarlett Rd, Toronto ",43.67658839999999,-79.5076025,1100.0
3570,601000," 501 St Clair Ave W, Toronto ",43.6828845,-79.417815,650.0
3571,685000," 175 Bonis Ave, Toronto ",43.7858065,-79.2923993,1700.0
3572,652500," 2798 Eglinton Ave, Toronto ",43.7381913,-79.2425538,1700.0
3573,680000," 21 Clairtrell Rd, Toronto ",43.7681506,-79.39079129999999,850.0
3574,360000," 3 Hickory Tree Rd, Toronto ",43.698347999999996,-79.5145916,750.0
3576,566500," 56 Annie Craig Dr, Toronto ",43.6256776,-79.4787686,750.0
3577,482000," 72 Esther Shiner Blvd, Toronto ",43.7683015,-79.37130970000001,650.0
3579,399000," 3311 Kingston Rd, Toronto ",43.7332364,-79.2224254,1300.0
3580,477000," 800 Lawrence Ave W, Toronto ",43.714543,-79.4530725,650.0
3581,907000," 2181 Yonge St, Toronto ",43.705290500000004,-79.39782740000001,1100.0
3585,536289," 39 Brant St, Toronto ",43.6464336,-79.39780640000001,550.0
3587,825088," 98 Lillian St, Toronto ",43.7070228,-79.3941303,850.0
3588,601000," 501 St Clair Ave W, Toronto ",43.6828845,-79.417815,650.0
3589,547800," 45 Charles St E, Toronto ",43.668717799999996,-79.3839957,550.0
3590,560000," 560 Front St W, Toronto ",43.6413078,-79.4000933,550.0
3592,722000," 33 University Ave, Toronto ",43.646254,-79.3835998,1100.0
3593,440000," 101 Peter St, Toronto ",43.6475126,-79.3927022,250.0
3594,410000," 906 Sheppard Ave W, Toronto ",43.752166700000004,-79.4568084,750.0
3597,993000," 33 Elmhurst Ave, Toronto ",43.7624684,-79.4129929,1700.0
3602,415088," 185 Roehampton Ave, Toronto ",43.7089649,-79.3929849,250.0
3604,680000," 21 Clairtrell Rd, Toronto ",43.7681506,-79.39079129999999,850.0
3605,1175000,"77 Mill Rd, Toronto ",43.6281683,-79.57309659999999,2250.0
3606,399000," 3311 Kingston Rd, Toronto ",43.7332364,-79.2224254,1300.0
3608,500000," 142 William Duncan Rd, Toronto ",43.7366426,-79.4761018,850.0
3610,1150000,"338 Cook Rd, Toronto ",43.7671575,-79.5015647,2750.0
3611,360000," 3 Hickory Tree Rd, Toronto ",43.698347999999996,-79.5145916,750.0
3615,628000," 3 Marine Parade Dr, Toronto ",43.6302208,-79.47613740000001,1300.0
3616,601000," 501 St Clair Ave W, Toronto ",43.6828845,-79.417815,650.0
3617,907000," 2181 Yonge St, Toronto ",43.705290500000004,-79.39782740000001,1100.0
3619,360000," 66 Driftwood Ave, Toronto ",43.7533471,-79.51333290000001,1300.0
3621,1073000,"39 Protea Gdns, Toronto ",43.7704434,-79.3722286,1750.0
3622,715000," 5418 Yonge St, Toronto ",43.7755273,-79.4149129,1100.0
3623,735000," 1320 Islington Ave, Toronto ",43.6503005,-79.52632779999999,1100.0
3624,535000," 812 Burnhamthorpe Rd, Toronto ",43.6396794,-79.58156590000002,1300.0
3626,3000000,"5 Allan Park Rd, Toronto ",43.6405855,-79.51261120000001,4250.0
3628,460000," 30 Harrison Garden Blvd, Toronto ",43.7565565,-79.4086248,650.0
3629,772000," 225 Sackville St, Toronto ",43.6598236,-79.36272729999999,950.0
3630,250000," 15 London Green Crt, Toronto ",43.754375200000005,-79.5103663,750.0
3635,580000," 81A Front St E, Toronto ",43.6486881,-79.3724863,550.0
3637,350000," 40 Panorama Crt, Toronto ",43.747741299999994,-79.57992209999999,1300.0
3638,979000,"51 Varsity Rd, Toronto ",43.6604715,-79.4962738,1300.0
3639,472000," 30 Shore Breeze Dr, Toronto ",43.6237761,-79.4799347,250.0
3640,665000," 1 Old Mill Dr, Toronto ",43.6487175,-79.48618359999999,650.0
3641,1501000,"66 Palmerston Sq, Toronto ",43.6670205,-79.4144073,1750.0
3642,480000," 14 York St, Toronto ",43.641850299999994,-79.3822455,250.0
3645,735000," 1320 Islington Ave, Toronto ",43.6503005,-79.52632779999999,1100.0
3646,595000," 1403 Royal York Rd, Toronto ",43.68300479999999,-79.5256988,950.0
3647,430000," 3 Hickory Tree Rd, Toronto ",43.698347999999996,-79.5145916,1100.0
3649,375000," 5 Massey Sq, Toronto ",43.6961831,-79.2929566,950.0
3650,820000," 70 Elmsthorpe Ave, Toronto ",43.703829299999995,-79.411015,1300.0
3651,685000," 35 Mariner Terr, Toronto ",43.639669399999995,-79.3920888,750.0
