,Price,Address,Latitude,Longitude,Venues,Sqft
4715,"840,000"," 25 Telegram Mews, Toronto ",43.6409179,-79.3939821,0,750
4716,"757,000","263 Sixth St, Toronto ",43.6055133,-79.5057644,0,550
4717,"1,005,000","362 Margueretta St, Toronto ",43.6597195,-79.440262,0,950
4718,"1,210,000","287 Davisville Ave, Toronto ",43.7004434,-79.3855156,0,1100
4719,"875,000"," 66 Kippendavie Ave, Toronto ",43.6675451,-79.3040847,0,550
4720,"1,275,000","52 Roxton Rd, Toronto ",43.6506329,-79.4201963,0,1300
4721,"500,000"," 15 La Rose Ave, Toronto ",43.6863146,-79.5141914,0,1100
4722,"479,000"," 18 Graydon Hall Dr, Toronto ",43.7627142,-79.3464237,0,1300
4723,"2,328,000","271 Heath St E, Toronto ",43.6923322,-79.3827349,0,1700
4724,"810,000","13 Avon Cres, Toronto ",43.6804945,-79.4770569,0,650
4725,"715,000"," 21 Clairtrell Rd, Toronto ",43.7681506,-79.3907913,0,2750
4726,"642,000","4 Franca Cres, Toronto ",43.7567626,-79.5937253,0,1300
4727,"1,255,000","222 Goulding Ave, Toronto ",43.7881163,-79.4374461,0,1300
4728,"445,000"," 1 Rean Dr, Toronto ",43.7649795,-79.3835267,0,1100
4729,"550,000"," 15 Merchants Wharf, Toronto ",43.6451103,-79.3645226,0,1100
4730,"420,000"," 35 Viking Lane, Toronto ",43.6381718,-79.5361937,0,1300
4731,"681,000"," 88 Harbour St, Toronto ",43.6419035,-79.379113,0,1300
4732,"900,000","71 Gainsborough Rd, Toronto ",43.6725851,-79.3172908,0,750
4733,"1,333,000","121 Dunington Dr, Toronto ",43.6919901,-79.2713002,0,750
4734,"426,500"," 56 Annie Craig Dr, Toronto ",43.6256776,-79.4787686,0,2250
4735,"1,310,000"," 80 Marine Parade Dr, Toronto ",43.6261384,-79.4773393,0,1300
4736,"676,000"," 20 Minowan Miikan Lane, Toronto ",43.6428951,-79.4281018,0,650
4737,"372,000"," 2627 Mccowan Rd, Toronto ",43.8071304,-79.2655088,0,550
4738,"1,370,000","238 Kingslake Rd, Toronto ",43.7914946,-79.3475458,0,250
4739,"860,000","92 Waterbridge Way, Toronto ",43.7740543,-79.1400407,0,1300
4740,"1,115,000","83 Starspray Blvd, Toronto ",43.7909352,-79.1281726,0,1700
4741,"629,000"," 300 Front St, Toronto ",43.6441737,-79.3894209,0,750
4742,"690,000"," 952 Kingston Rd, Toronto ",43.6807328,-79.2877203,0,750
4743,"2,240,000","45 Glen Manor Dr, Toronto ",43.6704389,-79.2917952,0,950
4744,"1,005,000","362 Margueretta St, Toronto ",43.6597195,-79.440262,0,250
4745,"485,000"," 364 The East Mall St, Toronto ",43.6432372,-79.5587592,0,650
4746,"455,000"," 29 Singer Crt, Toronto ",43.7690944,-79.3686871,0,2750
4747,"675,000","58 Marlington Cres, Toronto ",43.7256223,-79.5104382,0,550
4748,"588,000"," 386 Yonge St, Toronto ",43.659127,-79.3835401,0,1100
4749,"445,000"," 1 Rean Dr, Toronto ",43.7649795,-79.3835267,0,750
4750,"2,350,000","61 Warwood Rd, Toronto ",43.6511797,-79.5560854,0,1700
4751,"1,310,000"," 80 Marine Parade Dr, Toronto ",43.6261384,-79.4773393,0,1300
4752,"2,328,000","271 Heath St E, Toronto ",43.6923322,-79.3827349,0,550
4753,"878,000","269 Tower Dr, Toronto ",43.7562237,-79.2953868,0,1100
4754,"665,000"," 33 Mill St, Toronto ",43.6502401,-79.3609196,0,2250
4755,"426,500"," 56 Annie Craig Dr, Toronto ",43.6256776,-79.4787686,0,1100
4756,"704,110"," 608 Richmond St W, Toronto ",43.6468075,-79.4027979,0,2250
4757,"1,400,000","41 Hastings Ave, Toronto ",43.6648116,-79.3292343,0,750
4758,"619,110"," 608 Richmond St W, Toronto ",43.6468075,-79.4027979,0,1100
4759,"1,053,000","1095 Dundas St W, Toronto ",43.6494693,-79.4191941,0,1100
4760,"547,500"," 1 Valhalla Inn Rd, Toronto ",43.6407442,-79.5596541,0,750
4761,"1,210,000","287 Davisville Ave, Toronto ",43.7004434,-79.3855156,0,1300
4762,"1,375,000","10 Valiant Rd, Toronto ",43.6559118,-79.5159264,0,550
4763,"810,000","13 Avon Cres, Toronto ",43.6804945,-79.4770569,0,1300
4764,"2,705,000","11 Inglewood Dr, Toronto ",43.692361,-79.3881963,0,650
4765,"320,000",Medonte ,44.710596,-79.60935,0,750
4766,"1,210,000","287 Davisville Ave, Toronto ",43.7004434,-79.3855156,0,650
4767,"445,000"," 1 Rean Dr, Toronto ",43.7649795,-79.3835267,0,1100
4768,"740,000"," 3 Mcalpine St, Toronto ",43.6738894,-79.3907336,0,650
4769,"372,000"," 2627 Mccowan Rd, Toronto ",43.8071304,-79.2655088,0,1300
4770,"485,000"," 364 The East Mall St, Toronto ",43.6432372,-79.5587592,0,1500
4771,"499,999"," 736 Bay St, Toronto ",43.6593807,-79.385626,0,750
4772,"840,000"," 25 Telegram Mews, Toronto ",43.6409179,-79.3939821,0,900
4773,"490,000"," 55 Ann O'reilly Rd, Toronto ",43.7739128,-79.3293592,0,1300
4774,"468,000"," 29 Singer Crt, Toronto ",43.7690944,-79.3686871,0,1100
4775,"1,900,000","72 Hanna Rd, Toronto ",43.7043413,-79.3696538,0,850
4776,"966,000"," 1 Palace Pier Crt, Toronto ",43.631471,-79.4726501,0,3250
4777,"850,000"," 112 George St, Toronto ",43.6520584,-79.3714575,0,650
4778,"810,000","6 Lombardy Cres, Toronto ",43.7290943,-79.2487492,0,650
4779,"330,000"," 5225 Finch Ave E, Toronto ",43.8099606,-79.2559091,0,900
4780,"547,500"," 1 Valhalla Inn Rd, Toronto ",43.6407442,-79.5596541,0,2750
4781,"480,000"," 33 Singer Crt, Toronto ",43.769571,-79.3686431,0,850
4782,"980,000"," 130 Carlton St, Toronto ",43.6628581,-79.3762719,0,850
4783,"2,328,000","271 Heath St E, Toronto ",43.6923322,-79.3827349,0,950
4784,"675,000","58 Marlington Cres, Toronto ",43.7256223,-79.5104382,0,650
4785,"2,350,000","61 Warwood Rd, Toronto ",43.6511797,-79.5560854,0,1300
4786,"479,900"," 30 Sunrise Ave, Toronto ",43.7196774,-79.3027612,0,1100
4787,"639,000"," 1200 Don Mills Rd, Toronto ",43.7391143,-79.3444729,0,650
4788,"610,000"," 33 Bay St, Toronto ",43.6427847,-79.3770039,0,900
4789,"1,090,000","295 Milverton Blvd, Toronto ",43.6853241,-79.3300402,0,950
4790,"500,000"," 15 La Rose Ave, Toronto ",43.6863146,-79.5141914,0,1100
4791,"1,180,000","15 Pythagoras Dr, Toronto ",43.7963454,-79.1671779,0,750
4792,"537,000"," 30 Canterbury Pl, Toronto ",43.7732096,-79.4154406,0,2250
4793,"1,005,000","362 Margueretta St, Toronto ",43.6597195,-79.440262,0,1100
4794,"329,900"," 370 Dixon Rd, Toronto ",43.6958184,-79.5563257,0,550
4795,"1,890,000"," 55A Avenue Rd, Toronto ",43.6711558,-79.3949358,0,650
4796,"530,000"," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,0,2250
4797,"605,000"," 30 Hayden St, Toronto ",43.6697649,-79.3850604,0,1300
4798,"1,050,000","20 Tidefall Dr, Toronto ",43.7831989,-79.3202139,0,250
4799,"590,000","40 Thorny Vineway, Toronto ",43.785512,-79.3682121,0,1300
4800,"1,040,000","19 Ruby Lang Lane, Toronto ",43.6198824,-79.5089159,0,650
4801,"710,000","99 Birkdale Rd, Toronto ",43.7597909,-79.2620167,0,1100
4802,"2,300,007","14 Chestnut Hills Pkwy, Toronto ",43.6545779,-79.5267748,0,2374
4803,"525,000"," 3 Rean Dr, Toronto ",43.7653793,-79.383017,0,1500
4804,"901,434","434 Valermo Dr, Toronto ",43.607419,-79.5419896,0,1100
4805,"389,000"," 10 Markbrook Lane, Toronto ",43.7590096,-79.5885685,0,250
4806,"690,000","1 Mackinac Cres, Toronto ",43.7479958,-79.2459739,0,250
4807,"598,888"," 228 Queens Quay W, Toronto ",43.6395431,-79.3836248,0,1300
4808,"875,000","674 Beresford Ave, Toronto ",43.664433,-79.4834173,0,650
4809,"1,151,000","352A Lumsden Ave, Toronto ",43.6949727,-79.3067894,0,1750
4810,"1,200,000"," 2 Aberfoyle Cres, Toronto ",43.6461219,-79.5218293,0,1750
4811,"329,900"," 370 Dixon Rd, Toronto ",43.6958184,-79.5563257,0,550
4812,"570,000"," 225 Sackville St, Toronto ",43.6598236,-79.3627273,0,750
4813,"735,000"," 38 Yorkminster Rd, Toronto ",43.7540768,-79.4035018,0,950
4814,"540,000"," 15 Zorra St, Toronto ",43.621354,-79.5210872,0,850
4815,"760,000","5 Moon Valley Dr, Toronto ",43.7274971,-79.5826947,0,1100
4816,"680,000"," 81 Navy Wharf Crt, Toronto ",43.6413655,-79.3914457,0,650
4817,"530,000"," 6 Rosebank Dr, Toronto ",43.7926645,-79.2372189,0,650
4818,"588,000"," 2240 Lake Shore Blvd W, Toronto ",43.6210637,-79.4833203,0,1900
4819,"1,200,000"," 2 Aberfoyle Cres, Toronto ",43.6461219,-79.5218293,0,650
4820,"605,000"," 30 Hayden St, Toronto ",43.6697649,-79.3850604,0,850
4821,"598,888"," 228 Queens Quay W, Toronto ",43.6395431,-79.3836248,0,650
4822,"825,000"," 101 Peter St, Toronto ",43.6475126,-79.3927022,0,950
4823,"705,000"," 60 Heintzman St, Toronto ",43.6668646,-79.4644815,0,2250
4824,"710,000","99 Birkdale Rd, Toronto ",43.7597909,-79.2620167,0,1100
4825,"520,000"," 120 Homewood Ave, Toronto ",43.66703,-79.3763862,0,750
4826,"832,000"," 100 Harbour St, Toronto ",43.6417752,-79.3797532,0,850
4827,"1,150,000","79 Argyle St, Toronto ",43.6464816,-79.4210848,0,1300
4828,"328,500"," 200 Mclevin Ave, Toronto ",43.8045151,-79.227871,0,1300
4829,"568,000"," 10 Tangreen Crt W, Toronto ",43.7958866,-79.4270483,0,2374
4830,"690,000","1 Mackinac Cres, Toronto ",43.7479958,-79.2459739,0,750
4831,"1,945,000","18 Inglewood Dr, Toronto ",43.6920687,-79.3886361,0,1500
4832,"738,000"," 11 Townsgate Dr, Vaughan ",43.7936641,-79.4432703,0,1500
4833,"1,560,000","412 Glengarry Ave, Toronto ",43.7220508,-79.4210966,0,850
4834,"570,000"," 225 Sackville St, Toronto ",43.6598236,-79.3627273,0,1100
4835,"1,560,000","412 Glengarry Ave, Toronto ",43.7220508,-79.4210966,0,850
4836,"825,000"," 101 Peter St, Toronto ",43.6475126,-79.3927022,0,1750
4837,"4,060,000","15 St Leonard's Cres, Toronto ",43.7230949,-79.3897365,0,1750
4838,"1,725,000","116A Wanless Ave, Toronto ",43.7277265,-79.3977036,0,650
4839,"1,520,100","51 Glencairn Ave, Toronto ",43.7175996,-79.4037029,0,750
4840,"1,895,000"," 10 Walker Ave, Toronto ",43.6827638,-79.393061,0,900
4841,"496,000"," 867 Wilson Ave, Toronto ",43.7307012,-79.4657167,0,550
4842,"832,000"," 100 Harbour St, Toronto ",43.6417752,-79.3797532,0,650
4843,"1,150,000","79 Argyle St, Toronto ",43.6464816,-79.4210848,0,1700
4844,"290,000"," 50 Lotherton Ptwy, Toronto ",43.7058446,-79.4669622,0,750
4845,"1,475,000","19 Wanita Rd, Toronto ",43.7786146,-79.1565514,0,1750
4846,"626,000"," 77 Maitland Pl, Toronto ",43.6651058,-79.3769009,0,1100
4847,"1,250,000","173 Duplex Ave, Toronto ",43.7032989,-79.3999581,0,250
4848,"588,000"," 106 Chester Le Blvd, Toronto ",43.7960409,-79.3302507,0,650
4849,"730,000","99 Flycatcher Ave, Toronto ",43.8218496,-79.2273383,0,950
4850,"481,000","119 Coxwell Ave, Toronto ",43.6697144,-79.3177615,0,2250
4851,"951,000","45 Rockford Rd, Toronto ",43.7854035,-79.4508528,0,4250
4852,"710,000","37 Parrotta Dr, Toronto ",43.7329678,-79.5362402,0,1300
4853,"2,780,000","7 Dunvegan Rd, Toronto ",43.6863479,-79.4047253,0,550
4854,"750,000","82 Bexley Cres, Toronto ",43.678961,-79.5002993,0,1500
4855,"1,580,000","52 Presteign Ave, Toronto ",43.7070577,-79.3208951,0,950
4856,"999,000","603 Queens Dr, Toronto ",43.7111958,-79.4866248,0,1750
4857,"584,000"," 2 Gibbs Rd, Toronto ",43.6387949,-79.558544,0,650
4858,"1,485,000","67 Rivercove Dr, Toronto ",43.6571658,-79.5496093,0,650
4859,"951,000","45 Rockford Rd, Toronto ",43.7854035,-79.4508528,0,2124
4860,"560,000"," 57 St Joseph St, Toronto ",43.6653563,-79.387999,0,550
4861,"481,000","119 Coxwell Ave, Toronto ",43.6697144,-79.3177615,0,650
4862,"448,000"," 15 Zorra St, Toronto ",43.621354,-79.5210872,0,950
4863,"548,500"," 1535 Lakeshore Rd E, Mississauga ",43.5892036,-79.548483,0,650
4864,"1,250,000","173 Duplex Ave, Toronto ",43.7032989,-79.3999581,0,2750
4865,"1,352,500","37 Ridgemount Rd, Toronto ",43.6868675,-79.5209875,0,250
4866,"571,000"," 209 Fort York Blvd S, Toronto ",43.6370874,-79.404535,0,1300
4867,"450,000"," 5 Valhalla Inn Rd, Toronto ",43.6402846,-79.5598172,0,1300
4868,"702,290"," 150 East Liberty St, Toronto ",43.6387639,-79.4162418,0,1100
4869,"1,075,000"," 1 Market St, Toronto ",43.6468736,-79.3710777,0,4250
4870,"375,000"," 15 Torrance Rd, Toronto ",43.740617,-79.2350717,0,1100
4871,"573,000"," 1990 Bloor St W, Toronto ",43.6530022,-79.4689813,0,1500
4872,"414,000"," 100 Antibes Dr, Toronto ",43.7804828,-79.4470506,0,1100
4873,"551,000"," 320 Richmond St E, Toronto ",43.6535579,-79.3688205,0,650
4874,"515,000"," 130 Ling Rd, Toronto ",43.7682262,-79.1828489,0,1700
4875,"999,000","603 Queens Dr, Toronto ",43.7111958,-79.4866248,0,650
4876,"720,000","66 Foxrun Ave, Toronto ",43.7294535,-79.5136243,0,550
4877,"917,000","40 Canton Ave, Toronto ",43.7260639,-79.4968177,0,750
4878,"584,000"," 2 Gibbs Rd, Toronto ",43.6387949,-79.558544,0,850
4879,"480,000"," 19 Barberry Pl, Toronto ",43.7660907,-79.3847874,0,750
4880,"1,250,000"," 1080 Bay St, Toronto ",43.6669805,-79.3888889,0,650
4881,"3,155,000","37 Felbrigg Ave, Toronto ",43.7354554,-79.4122966,0,1300
4882,"480,000"," 19 Barberry Pl, Toronto ",43.7660907,-79.3847874,0,950
4883,"702,290"," 150 East Liberty St, Toronto ",43.6387639,-79.4162418,0,250
4884,"919,000"," 825 Church St, Toronto ",43.6729415,-79.386777,0,950
4885,"3,750,000","97 Hazelton Ave, Toronto ",43.6737775,-79.3939903,0,750
4886,"2,960,000","62 Roxborough St W, Toronto ",43.6778407,-79.3930003,0,1300
4887,"720,000","66 Foxrun Ave, Toronto ",43.7294535,-79.5136243,0,650
4888,"568,800"," 25 Town Centre Crt, Toronto ",43.7733252,-79.2544409,0,550
4889,"917,000","40 Canton Ave, Toronto ",43.7260639,-79.4968177,0,850
4890,"655,000","4 Norbrook Cres, Toronto ",43.732148,-79.6002201,0,2624
4891,"406,800"," 88 Grangeway Ave, Toronto ",43.7742215,-79.2501367,0,250
4892,"951,000","45 Rockford Rd, Toronto ",43.7854035,-79.4508528,0,750
4893,"1,130,000","299 West Point Ave, Toronto ",43.793924,-79.1241341,0,1500
4894,"660,000"," 88 Sheppard Ave E, Toronto ",43.7640292,-79.4070417,0,650
4895,"815,000","14 Watney Cres, Toronto ",43.744448,-79.5049868,0,850
4896,"655,000"," 25 Viking Lane E, Toronto ",43.6385254,-79.5357367,0,950
4897,"890,000"," 517 Kingston Rd, Toronto ",43.6775797,-79.3018587,0,750
4898,"615,000"," 25 Greenview Ave, Toronto ",43.780659,-79.4185845,0,2750
4899,"1,868,000","12 Edenvale Cres, Toronto ",43.6801453,-79.5268407,0,950
4900,"645,000","143 Navenby Cres, Toronto ",43.756323,-79.5670383,0,1100
4901,"1,350,000"," 1135 Royal York Rd, Toronto ",43.660052,-79.5162182,0,4250
4902,"438,000"," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,0,850
4903,"540,000"," 100 Harrison Garden Blvd, Toronto ",43.757267,-79.4041321,0,750
4904,"489,500"," 525 Wilson Ave, Toronto ",43.7337589,-79.4461486,0,600
4905,"1,395,000","18 Colwick Dr, Toronto ",43.7877274,-79.3881761,0,750
4906,"540,000"," 100 Harrison Garden Blvd, Toronto ",43.757267,-79.4041321,0,750
4907,"915,000","49 Davisbrook Blvd, Toronto ",43.7837179,-79.3061731,0,1300
4908,"900,000","87 Wareside Rd, Toronto ",43.6499348,-79.5706056,0,1300
4909,"797,500","84 Purpledusk Tr, Toronto ",43.7844524,-79.2090074,0,750
4910,"984,000","66 Caracas Rd, Toronto ",43.7680655,-79.3768476,0,850
4911,"1,360,000","22 North Hills Terr, Toronto ",43.7301146,-79.3379165,0,2250
4912,"725,000","69 Milford Haven Dr, Toronto ",43.7755141,-79.2196427,0,950
4913,"690,000","40 Briarwood Ave, Toronto ",43.7312285,-79.6031163,0,3250
4914,"670,000"," 600 Fleet St, Toronto ",43.6366681,-79.4004451,0,1300
4915,"555,500"," 5 Concorde Pl, Toronto ",43.7303213,-79.3272765,0,950
4916,"500,000"," 62 Forest Manor Rd, Toronto ",43.7739223,-79.345726,0,750
4917,"640,000"," 760 The Queensway Ave, Toronto ",43.6261008,-79.504775,0,1500
4918,"4,775,000","40 Lonsdale Rd, Toronto ",43.691932,-79.3982967,0,650
4919,"505,000"," 85 Bloor St E, Toronto ",43.6702331,-79.3843476,0,750
4920,"1,170,000","2620 Lake Shore Blvd W, Toronto ",43.6051765,-79.4916335,0,650
4921,"437,000"," 4978 Yonge St, Toronto ",43.7655809,-79.4125865,0,1750
4922,"2,000,000","77 Humbercrest Blvd, Toronto ",43.6581904,-79.4921635,0,2250
4923,"630,000"," 14 York St, Toronto ",43.6418503,-79.3822455,0,1750
4924,"945,000","147 Gypsy Roseway, Toronto ",43.7635768,-79.3943869,0,550
4925,"342,000"," 99 Blackwell Ave, Toronto ",43.8053274,-79.2202291,0,1900
4926,"1,191,000","1588 Skyline Dr, Mississauga ",43.599599,-79.559883,0,1750
4927,"485,000"," 160 Vanderhoof Ave, Toronto ",43.7143483,-79.3531453,0,1100
4928,"470,000"," 20 Fashion Roseway, Toronto ",43.7625802,-79.3939447,0,650
4929,"739,990"," 33 Bay St, Toronto ",43.6427847,-79.3770039,0,650
4930,"485,000"," 170 Sudbury St, Toronto ",43.6415685,-79.4246027,0,2250
4931,"765,000","27 Amulet St, Toronto ",43.7789565,-79.2997333,0,750
4932,"1,440,000","20 Basswood Rd, Toronto ",43.7729393,-79.4184537,0,550
4933,"580,000"," 50 Lynn Williams St, Toronto ",43.6395116,-79.4151842,0,750
4934,"2,000,000","77 Humbercrest Blvd, Toronto ",43.6581904,-79.4921635,0,650
4935,"950,000","52 Havendale Rd, Toronto ",43.7923218,-79.2876815,0,650
4936,"1,395,000","18 Colwick Dr, Toronto ",43.7877274,-79.3881761,0,1300
4937,"755,000"," 39 Queens Quay E, Toronto ",43.6416066,-79.3719866,0,1100
4938,"788,000","33 Kerbar Rd, Toronto ",43.803345,-79.2997098,0,550
4939,"1,350,000"," 1135 Royal York Rd, Toronto ",43.660052,-79.5162182,0,1300
4940,"670,000"," 600 Fleet St, Toronto ",43.6366681,-79.4004451,0,950
4941,"945,000","147 Gypsy Roseway, Toronto ",43.7635768,-79.3943869,0,250
4942,"1,027,000","41 Oak Park Ave, Toronto ",43.6885454,-79.3077579,0,850
4943,"1,868,000","12 Edenvale Cres, Toronto ",43.6801453,-79.5268407,0,1500
4944,"885,000","359 Main St, Toronto ",43.6902706,-79.3024882,0,750
4945,"1,781,000"," 110 Charles St E, Toronto ",43.6701589,-79.3803887,0,900
4946,"600,000"," 40 Mendelssohn St, Toronto ",43.7156665,-79.2815358,0,850
4947,"650,000"," 75 East Liberty St, Toronto ",43.6383068,-79.4147858,0,1300
4948,"592,500"," 52 Forest Manor Rd, Toronto ",43.7730134,-79.3458926,0,1300
4949,"786,000","18 Major Oaks Terr, Toronto ",43.8190214,-79.2707277,0,2250
4950,"750,000","91 Mccowan Rd, Toronto ",43.7326993,-79.2352688,0,550
4951,"795,000","1040 Brimley Rd, Toronto ",43.7592655,-79.2575588,0,1300
4952,"780,000",,33.791638,-84.389488,0,550
4953,"1,170,000","2620 Lake Shore Blvd W, Toronto ",43.6051765,-79.4916335,0,1300
4954,"885,000","359 Main St, Toronto ",43.6902706,-79.3024882,0,650
4955,"1,255,000","194 Bogert Ave, Toronto ",43.7589104,-79.4197717,0,1100
4956,"690,000","40 Spire Hill Way, Toronto ",43.8082102,-79.3571766,0,4250
4957,"798,000","27 Toffee Crt, Toronto ",43.6064548,-79.5074488,0,2250
4958,"600,000"," 40 Mendelssohn St, Toronto ",43.7156665,-79.2815358,0,950
4959,"1,520,000","128 Cassandra Blvd, Toronto ",43.7520042,-79.3287103,0,250
4960,"540,000"," 298 Jarvis St, Toronto ",43.6611316,-79.3765439,0,650
4961,"592,500"," 52 Forest Manor Rd, Toronto ",43.7730134,-79.3458926,0,1100
4962,"1,480,000"," 8 Telegram Mews, Toronto ",43.6404783,-79.3949699,0,650
4963,"786,000","18 Major Oaks Terr, Toronto ",43.8190214,-79.2707277,0,550
4964,"681,000"," 205 The Donway Way W, Toronto ",43.7376634,-79.3459836,0,850
4965,"505,000"," 36 Blue Jays Way, Toronto ",43.6449299,-79.3921465,0,250
4966,"2,100,000","56 Emerald Cres, Toronto ",43.5958758,-79.504242,0,950
4967,"850,000","7 Tapley Dr, Toronto ",43.6874871,-79.5628683,0,650
4968,"555,000"," 3845 Lake Shore Blvd W, Toronto ",43.5905729,-79.5443184,0,850
4969,"1,350,000"," 1135 Royal York Rd, Toronto ",43.660052,-79.5162182,0,3250
4970,"420,000"," 200 Mclevin Ave, Toronto ",43.8045151,-79.227871,0,3250
4971,"1,360,000","22 North Hills Terr, Toronto ",43.7301146,-79.3379165,0,1100
4972,"875,000"," 39 Shank St, Toronto ",43.6420989,-79.4144701,0,1100
4973,"1,335,000","51 Jocelyn Cres, Toronto ",43.7368299,-79.349067,0,1750
4974,"1,375,000","595 Runnymede Rd, Toronto ",43.6631513,-79.4809169,0,850
4975,"1,300,000","55 Ardagh St, Toronto ",43.6568837,-79.4811548,0,2124
4976,"639,000"," 121 Mcmahon Dr, Toronto ",43.7675118,-79.3708171,0,1300
4977,"538,000"," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,0,1300
4978,"472,000"," 3035 Finch Ave W, Toronto ",43.7456181,-79.5632178,0,1100
4979,"1,520,000","128 Cassandra Blvd, Toronto ",43.7520042,-79.3287103,0,850
4980,"780,000",,33.791638,-84.389488,0,1900
4981,"1,050,000","148 Stilecroft Dr, Toronto ",43.748494,-79.4951922,0,750
4982,"2,800,000","18 Munro Park Ave, Toronto ",43.6718069,-79.2831021,0,1500
4983,"342,000"," 99 Blackwell Ave, Toronto ",43.8053274,-79.2202291,0,750
4984,"420,000"," 2350 Bridletowne Cir, Toronto ",43.8007222,-79.3165935,0,850
4985,"515,000"," 320 Richmond St E, Toronto ",43.6535579,-79.3688205,0,550
4986,"731,500","123 Millcar Dr, Toronto ",43.8083831,-79.1825183,0,850
4987,"650,000"," 88 Park Lawn Rd, Toronto ",43.6240658,-79.4857112,0,1500
4988,"642,500","12 Cayuga Ave, Toronto ",43.6794846,-79.4752834,0,1500
4989,"2,000,000","227 Banbury Rd, Toronto ",43.7491524,-79.3656842,0,2624
4990,"795,000","1040 Brimley Rd, Toronto ",43.7592655,-79.2575588,0,250
4991,"1,550,000","4 Fairmar Ave, Toronto ",43.6375444,-79.5013866,0,550
4992,"1,450,000","80 Harewood Ave, Toronto ",43.7213416,-79.2345198,0,2374
4993,"945,000","147 Gypsy Roseway, Toronto ",43.7635768,-79.3943869,0,1300
4994,"660,000"," 28 Linden St, Toronto ",43.6708093,-79.3770456,0,650
4995,"1,020,000","34 Castlegrove Blvd, Toronto ",43.7471613,-79.3224603,0,1300
4996,"2,250,000","3 Sherbourne St N, Toronto ",43.6742733,-79.3772751,0,650
4997,"650,000"," 75 East Liberty St, Toronto ",43.6383068,-79.4147858,0,950
4998,"538,000"," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,0,650
4999,"448,000"," 18 Rean Dr, Toronto ",43.7671234,-79.3831854,0,550
5000,"945,000","147 Gypsy Roseway, Toronto ",43.7635768,-79.3943869,0,850
5001,"715,000"," 78 Carr St, Toronto ",43.6495303,-79.403915,0,1100
5002,"625,000"," 388 Richmond St W, Toronto ",43.6481726,-79.3947836,0,850
5003,"540,000"," 298 Jarvis St, Toronto ",43.6611316,-79.3765439,0,950
5004,"2,000,000","227 Banbury Rd, Toronto ",43.7491524,-79.3656842,0,650
5005,"807,000"," 75 Wynford Heights Cres, Toronto ",43.7255674,-79.323814,0,650
5006,"595,000","922A Danforth Rd, Toronto ",43.7305481,-79.2513045,0,650
5007,"1,520,000","128 Cassandra Blvd, Toronto ",43.7520042,-79.3287103,0,750
5008,"940,000","105 Neilson Dr, Toronto ",43.6332033,-79.5663519,0,550
5009,"897,000","24 Fairside Ave, Toronto ",43.6918599,-79.3261436,0,850
5010,"1,360,000","22 North Hills Terr, Toronto ",43.7301146,-79.3379165,0,2250
5011,"858,000"," 88 Sheppard Ave E, Toronto ",43.7640292,-79.4070417,0,550
5012,"445,000"," 81 Townsgate Dr, Vaughan ",43.7942232,-79.4421274,0,2374
5013,"755,000","472 Jane St, Toronto ",43.6605487,-79.4893423,0,1100
5014,"650,000"," 75 East Liberty St, Toronto ",43.6383068,-79.4147858,0,1100
5015,"855,000","202 Gary Dr, Toronto ",43.7111165,-79.5198969,0,1300
5016,"865,000"," 5 Hanna Ave, Toronto ",43.6374534,-79.4183866,0,950
5017,"580,000"," 50 Lynn Williams St, Toronto ",43.6395116,-79.4151842,0,1300
5018,"2,360,000","182 Yonge Blvd, Toronto ",43.739935,-79.4141531,0,1750
5019,"1,255,000","194 Bogert Ave, Toronto ",43.7589104,-79.4197717,0,3250
5020,"686,000"," 11 Brunel Crt, Toronto ",43.6394055,-79.3932324,0,550
5021,"1,650,000","69 Deloraine Ave, Toronto ",43.7331912,-79.4074085,0,2374
5022,"1,490,000","68 Belgrave Ave, Toronto ",43.7443323,-79.4189802,0,1300
5023,"1,700,000","115 Esgore Dr, Toronto ",43.7406047,-79.4149237,0,550
5024,"1,062,500","37 Charleswood Dr, Toronto ",43.7375336,-79.4369621,0,2250
5025,"585,000","66 Timberbank Blvd, Toronto ",43.7921544,-79.3120611,0,850
5026,"538,000"," 2015 Sheppard Ave E, Toronto ",43.7754094,-79.3374852,0,1300
5027,"2,000,000","227 Banbury Rd, Toronto ",43.7491524,-79.3656842,0,650
5028,"945,000","147 Gypsy Roseway, Toronto ",43.7635768,-79.3943869,0,1500
5029,"988,000"," 75 St Nicholas St, Toronto ",43.6676141,-79.3864589,0,250
5030,"1,630,000","156 St Clements Ave, Toronto ",43.7119934,-79.4044691,0,550
5031,"565,000"," 200 Manitoba St, Toronto ",43.6243998,-79.4910123,0,1100
5032,"555,000"," 461 Adelaide St W, Toronto ",43.6456258,-79.3994776,0,850
5033,"560,000"," 165 Legion Rd, Toronto ",43.6243053,-79.488423,0,1500
5034,"807,000"," 75 Wynford Heights Cres, Toronto ",43.7255674,-79.323814,0,950
5035,"595,000","922A Danforth Rd, Toronto ",43.7305481,-79.2513045,0,650
5036,"690,000","40 Spire Hill Way, Toronto ",43.8082102,-79.3571766,0,1300
5037,"1,520,000","128 Cassandra Blvd, Toronto ",43.7520042,-79.3287103,0,550
